order_id,customer_id,customer_name,customer_email,customer_phone,product_id,product_name,product_category,product_price,quantity,order_date,shipping_address,shipping_city,shipping_state,shipping_zip,total_price,payment_status,order_status,discount,sales_tax,promo_code
229,229,Courtney Young,brandyrogers@example.com,+1-936-640-1662x7939,4,Headphones,Electronics,59.99,4,2025-08-04,"90962 Maria Shores Suite 985
North Kristin, OK 86448",North Markhaven,Florida,18942,228.55196997746626,Failed,Pending,0.04754138199088905,19.90086259330614,yard
230,230,Tracy Harrison,carlos01@example.org,517-783-3176x6573,1,Laptop,Electronics,799.99,4,2025-04-02,"Unit 4604 Box 0464
DPO AA 80377",East Shanetown,Alaska,18256,2529.68935733617,Failed,Cancelled,0.2094621941098733,143.84068681386174,during
231,231,John Herring,ismith@example.com,7976822414,1,Laptop,Electronics,799.99,4,2025-05-21,"886 Evans Glen
Port Brenda, AS 39124",South Tarafurt,Michigan,39865,2302.2318015415767,Pending,Cancelled,0.28054356881286746,119.40087801189141,
232,232,Brandon Lindsey,sarahmitchell@example.com,4924054844,2,Smartphone,Electronics,499.99,5,2025-07-05,"918 Elizabeth Center Suite 864
North Marie, DC 61465",New Lawrencetown,New Jersey,16087,1881.42584370488,Failed,Shipped,0.2474146108102641,105.00555062974173,
233,233,Tyler Martinez,boothkelly@example.com,664.538.6549x0985,4,Headphones,Electronics,59.99,5,2025-04-01,"50126 Jackson Neck Suite 600
West Andrew, VA 93472",Lopezshire,Tennessee,36616,261.98110388543785,Pending,Cancelled,0.12658408439593974,17.683507122978565,physical
234,234,Patrick Smith,annphillips@example.net,(984)586-3899,2,Smartphone,Electronics,499.99,1,2025-03-12,"5558 Edwards Drive Suite 219
South Suzanne, AR 11315",Port Tanyaberg,South Dakota,65980,469.06094536835553,Pending,Pending,0.06185934645021792,27.918869898196114,
235,235,James Rivera,whiterussell@example.net,235.493.7792x515,2,Smartphone,Electronics,499.99,5,2025-04-26,"USNS Hughes
FPO AE 92092",East Clairestad,Oregon,10009,2156.312387271291,Paid,Cancelled,0.13745779424736856,186.29646894568188,
236,236,Julie Gray,smithsherry@example.net,757-849-1593x380,2,Smartphone,Electronics,499.99,1,2025-03-28,"5035 James Keys Apt. 532
New Jamie, AR 89278",Elizabethtown,Alaska,59972,480.63741699127036,Failed,Shipped,0.03870594013626204,27.497438121376003,
237,237,David Contreras,oliviakennedy@example.com,7594640009,2,Smartphone,Electronics,499.99,1,2025-08-20,"650 Higgins Knoll
Port James, ID 38435",North Jennifer,Arkansas,31521,356.3690543859922,Failed,Shipped,0.28724763618073934,27.10369640404689,
238,238,Hailey Kelley,sarah09@example.net,+1-688-706-4470,4,Headphones,Electronics,59.99,4,2025-04-10,"PSC 9755, Box 1075
APO AA 34865",East Christineland,Kansas,16293,228.0866134553086,Pending,Pending,0.049480690718000576,12.141808513514961,
239,239,Mrs. Susan Meadows,annette49@example.net,(912)307-5084,1,Laptop,Electronics,799.99,2,2025-05-26,"44920 Jones Mountain Apt. 240
Nicholasmouth, RI 14071",West Arthur,California,59149,1342.894158595614,Failed,Pending,0.16068065938598347,132.60545196094202,
240,240,Ms. Rebekah Mcdonald,iedwards@example.net,001-923-735-5905,4,Headphones,Electronics,59.99,5,2025-03-07,"PSC 4735, Box 9063
APO AE 29939",East Andrew,Arizona,82578,289.039788329081,Paid,Shipped,0.03637343447547601,16.378964800163093,even
241,241,Heather Robinson,rachel63@example.net,785-391-4493,4,Headphones,Electronics,59.99,1,2025-07-03,"760 Ernest Pine Suite 284
Sandraborough, SC 62592",Lake Curtis,Nevada,96952,51.94284924590924,Failed,Shipped,0.134141536157539,4.46733948158583,cultural
242,242,Bryan Ramirez,barryjesse@example.net,691-550-1559x891,4,Headphones,Electronics,59.99,1,2025-08-13,"205 Corey Freeway Apt. 621
Millerview, PR 45549",South Juanville,Indiana,67811,49.4972842376237,Paid,Shipped,0.1749077473308268,3.3753552516705123,
243,243,Karen Garner,qruiz@example.com,213.312.6000,4,Headphones,Electronics,59.99,2,2025-10-16,"PSC 3885, Box 8194
APO AP 24453",Tristantown,Arkansas,34071,91.01714053131036,Failed,Pending,0.2413973951382701,8.759260930589605,
244,244,Andrea Stevens,susan97@example.org,+1-361-484-0016,2,Smartphone,Electronics,499.99,5,2025-05-29,"1684 Frederick Summit
Michaeltown, FM 77900",North Colleen,Ohio,21078,2188.946139860806,Pending,Cancelled,0.12440403213632018,174.28821222746944,
245,245,Allison Garrison,kingchristina@example.org,+1-749-541-2805x4623,2,Smartphone,Electronics,499.99,5,2025-01-28,"2765 Daniel Burgs
North April, LA 78934",Jamesberg,Delaware,10855,1998.8457945084965,Paid,Shipped,0.2004456911104236,159.8506485849425,
246,246,Megan Jackson,wallercody@example.com,309-908-7688,3,T-shirt,Apparel,19.99,4,2025-01-25,"PSC 4586, Box 3717
APO AA 88767",New Brett,Oklahoma,69638,58.742061680372075,Paid,Pending,0.2653569074490736,4.181254140194628,
247,247,Julie Reese,riverajulia@example.net,462.932.9111x89503,1,Laptop,Electronics,799.99,2,2025-07-01,"0622 Moore Dam
Bowmanstad, PA 83578",East Robertberg,Nebraska,28748,1555.5558458258224,Pending,Shipped,0.0277654434269038,145.9457421892697,hit
248,248,Kenneth Smith,jsilva@example.org,724.950.9922,1,Laptop,Electronics,799.99,2,2025-03-22,"18690 Joshua Island
Shawnside, NH 79986",Wellstown,Georgia,85143,1525.8664765906544,Pending,Pending,0.04632153114998043,141.85563062340992,board
249,249,Lisa Duran,elizabethcampbell@example.com,7456597823,2,Smartphone,Electronics,499.99,1,2025-03-25,"42599 Farmer Village
Leefort, CA 22742",Lake Stephen,Iowa,79984,434.97985666685645,Paid,Cancelled,0.1300228871240297,22.75619367361056,
250,250,Jennifer Gonzalez,yeseniamoon@example.com,(333)829-5730x399,4,Headphones,Electronics,59.99,2,2025-05-21,"31412 Teresa Ramp
North Kristenberg, WV 70216",Danielberg,Missouri,77318,109.13918110402537,Failed,Pending,0.09035521666923356,10.829222967737408,
251,251,Thomas Moss,allison06@example.org,660-785-1288,2,Smartphone,Electronics,499.99,4,2025-03-15,"331 Mendoza Squares
Robertfurt, KY 05403",North Sara,Utah,52847,1846.9736437904799,Pending,Cancelled,0.07649470799892012,104.59698435690373,
252,252,David Barnes,thomas24@example.com,794.318.7176x823,1,Laptop,Electronics,799.99,3,2025-06-23,"13979 John Expressway Apt. 521
Aaronburgh, OR 64994",Lake Patriciaport,New York,62851,1764.1336157407825,Paid,Shipped,0.2649351384639048,150.8962681253845,
253,253,Bailey Acevedo,jenniferjones@example.com,001-304-392-4223,1,Laptop,Electronics,799.99,3,2025-07-18,"89837 Collins Inlet Apt. 160
Brianland, HI 25586",East Scott,South Dakota,08777,2268.559162449268,Failed,Pending,0.05475520008613942,125.14179856635427,
254,254,John Alexander,ncox@example.org,466.650.0047,4,Headphones,Electronics,59.99,5,2025-08-26,"43478 Black Inlet
North Erica, UT 95013",Sheilaland,Utah,62050,212.11911016829447,Failed,Shipped,0.29281843584499256,16.369217670659452,
255,255,Kevin Durham,henry95@example.org,+1-247-417-5195x77478,1,Laptop,Electronics,799.99,5,2025-08-29,"797 Robert Radial
South Stephanietown, PW 30119",South Andrewtown,Delaware,31055,3315.616715017737,Failed,Shipped,0.17108545981381337,208.7712110159521,woman
256,256,Roy Orozco,nguyensteve@example.net,676-404-3419x20143,1,Laptop,Electronics,799.99,2,2025-06-06,"44690 Wang Ways Suite 527
West Daniel, MH 58399",Port Johnville,Illinois,75033,1321.3815356947541,Failed,Shipped,0.17412621676848825,123.08688206121586,good
257,257,Ian Campbell,dsantos@example.net,331-487-5971x8197,2,Smartphone,Electronics,499.99,2,2025-09-27,"7887 Bentley Ports
Perkinsfort, MH 56412",North Shannon,Utah,44905,863.9346604909742,Paid,Cancelled,0.1360480604702352,45.90684744713038,piece
258,258,Scott Andersen,owensjoanna@example.org,907-640-1530x58369,4,Headphones,Electronics,59.99,5,2025-02-27,"0952 Lynn Junction
New Robert, AL 18655",Terryville,Vermont,99163,296.46244484621036,Paid,Pending,0.011627121699581976,18.77150449795041,
259,259,David Townsend,johngomez@example.org,001-206-689-4012x95686,2,Smartphone,Electronics,499.99,3,2025-01-26,"2413 Barbara Ports
Lake Meghanberg, CT 99303",West Coryside,Iowa,53665,1379.322355048198,Paid,Cancelled,0.08043337196864081,69.32511169062705,
260,260,Kiara Reed,turnerbrandon@example.net,001-944-769-6344x15482,3,T-shirt,Apparel,19.99,3,2025-05-07,"03654 Davis Street
East Cody, IN 79595",Evansmouth,North Dakota,53317,54.33611320973233,Failed,Pending,0.09394508571398479,4.879262078237777,baby
261,261,Michele Mitchell,christopher48@example.org,(598)968-1846x4974,3,T-shirt,Apparel,19.99,3,2025-03-13,"0658 Foster Villages
Port Terri, WY 96947",Spearsfort,Louisiana,58744,58.24826837563732,Pending,Shipped,0.028709882013718158,4.739312745280381,
262,262,Susan Payne,shartman@example.com,495.541.0068x795,4,Headphones,Electronics,59.99,1,2025-02-11,"5141 French Land Suite 087
Yatesville, MT 00570",Lindseymouth,Mississippi,77404,52.75609603612194,Failed,Shipped,0.12058516359189973,3.554067420648847,never
263,263,Kari Bird,ericksonanthony@example.com,(326)523-6838,4,Headphones,Electronics,59.99,5,2025-07-28,"12696 Laura Lane
Michaelville, VA 97745",Wilkinsborough,Illinois,54013,246.06630670074725,Failed,Cancelled,0.17964225137273793,18.1641282891985,of
264,264,Tyler Alexander,brodriguez@example.org,385.830.4534,1,Laptop,Electronics,799.99,5,2025-04-11,"6591 Monica Wall
Simmonsbury, DC 22752",Port Jayton,Iowa,59366,2914.281220396729,Pending,Cancelled,0.27142058765816335,182.49296667142326,
265,265,Michael Harris,ebyrd@example.com,(444)271-5720,2,Smartphone,Electronics,499.99,4,2025-04-25,"78432 Ryan Mission
Charleshaven, NC 54198",Danaberg,West Virginia,91746,1858.4884695393366,Failed,Cancelled,0.07073717997393117,121.55609542323606,
266,266,Angela Williams,debrafranklin@example.com,001-677-324-9600x634,4,Headphones,Electronics,59.99,5,2025-10-06,"7256 Lewis Point
Curtischester, DE 09956",North Mary,Florida,92659,290.4434810498957,Pending,Shipped,0.03169367878014432,23.629929806253173,
267,267,Richard Caldwell,vwilliams@example.com,+1-372-926-5310x1697,2,Smartphone,Electronics,499.99,1,2025-10-22,"69074 Armstrong Cliff
New Jamesborough, IA 98269",Jamesfurt,Tennessee,05129,428.0850847244229,Paid,Cancelled,0.1438127068052902,35.2149059493841,
268,268,Kimberly Atkins,vanessa35@example.com,+1-577-614-4208,1,Laptop,Electronics,799.99,3,2025-07-13,"797 Peter Lane
New Nancyview, IL 03680",North Chadville,Tennessee,20882,2352.609898914077,Failed,Cancelled,0.019733622122744564,233.53848446682596,car
269,269,Lynn Walker,taylorjohn@example.com,+1-799-425-1002x24069,4,Headphones,Electronics,59.99,2,2025-05-04,"12893 Carson Greens Suite 680
North Gregorymouth, KY 25528",New Bradleystad,Colorado,06498,118.54159182027075,Pending,Cancelled,0.011988732953236002,7.843340276436831,
270,270,Francisco Cole,jason84@example.com,399.561.4180x27219,1,Laptop,Electronics,799.99,1,2025-10-15,"817 Victor Parkway Suite 734
Kristiborough, OK 84402",West Shelleyside,New Hampshire,40274,619.3097079818219,Paid,Cancelled,0.22585318818757497,41.4484269784742,
271,271,Jose Pierce,briannamiller@example.org,5306813260,2,Smartphone,Electronics,499.99,5,2025-07-20,"384 Norman Islands Suite 713
Gomezborough, CO 72700",Lake Ashleyton,California,28928,2335.4809063246726,Pending,Cancelled,0.06578895324919594,140.69559062725227,hit
272,272,Christopher Stewart,michael75@example.net,305-522-8307,2,Smartphone,Electronics,499.99,4,2025-01-05,"17190 Duarte Gateway Suite 601
West Jennifer, WA 92928",Robertsland,Arkansas,23858,1806.122709190276,Paid,Shipped,0.09692058381653833,111.84902296792168,
273,273,Leroy Washington,jacquelineharris@example.com,737.217.3117x2028,2,Smartphone,Electronics,499.99,1,2025-03-02,"81082 Dickson Flat
Barkerchester, NC 13541",Brownhaven,Nebraska,09890,406.1457992024898,Paid,Pending,0.18769215543812925,23.44984782102102,allow
274,274,Carol Gaines,usanchez@example.com,663.846.8243x004,1,Laptop,Electronics,799.99,1,2025-07-10,"95617 Eric View Suite 248
West Janiceberg, IN 46210",Johnfurt,Alaska,64134,575.0551049089761,Failed,Shipped,0.28117213351544884,44.43603791060332,
275,275,Guy Cabrera,amyrosales@example.net,470-997-3583x5284,3,T-shirt,Apparel,19.99,1,2025-06-08,"3754 Mckee Courts
New Robert, MT 36881",South Jasminestad,Pennsylvania,87209,15.593839056150614,Pending,Cancelled,0.219918006195567,1.4443039442438146,
276,276,Jason Brown,johnbray@example.net,001-675-200-1610,1,Laptop,Electronics,799.99,2,2025-10-09,"1571 Myers Brooks Suite 613
Andreaview, UT 60862",West Jennifer,Rhode Island,50310,1448.4018231693337,Failed,Pending,0.09473754473847563,93.07746865787622,particularly
277,277,Frederick Woodard,lucashughes@example.org,(632)979-8791x159,3,T-shirt,Apparel,19.99,1,2025-05-16,"4656 Sherri Key
Christopherburgh, HI 98634",Emilyfurt,New Hampshire,50747,17.217316319732248,Pending,Pending,0.13870353578127823,1.420317482736022,
278,278,David Walker,kristenjones@example.org,+1-234-296-8781,3,T-shirt,Apparel,19.99,4,2025-07-08,"31771 Carmen Islands Apt. 888
Nathanhaven, ND 10907",Lake Christophershire,Illinois,97783,71.66865441243586,Failed,Pending,0.10369366667789072,5.015607626956984,
279,279,Heather Davis,charris@example.com,900.960.9414x4628,2,Smartphone,Electronics,499.99,5,2025-08-25,"466 Antonio Plaza Suite 840
Travisfort, CO 08606",Chungport,Tennessee,67629,2424.0714487019927,Pending,Pending,0.030352027559753945,195.27733895899829,actually
280,280,Mrs. Suzanne Mccullough,umoore@example.com,(706)217-0651x777,1,Laptop,Electronics,799.99,1,2025-07-05,"32241 Karla Plain Apt. 605
New Andrea, MN 47231",Lake Tinashire,Connecticut,47947,782.4208063824038,Paid,Cancelled,0.021961766544076965,58.95172388516444,
281,281,Joseph Yang,johngonzalez@example.com,001-997-959-0109x58513,3,T-shirt,Apparel,19.99,5,2025-08-08,"USCGC Fernandez
FPO AA 39478",Littlefurt,Michigan,72975,84.44638421534799,Pending,Pending,0.15511371470387186,7.985273991981924,
282,282,Christopher Payne,barbarakelly@example.net,(648)406-5735x553,3,T-shirt,Apparel,19.99,5,2025-01-01,"568 Gallagher Dale Apt. 530
Sarahmouth, NE 75684",South Edwardburgh,Connecticut,01860,85.7018900240692,Failed,Cancelled,0.1425523759472815,7.825274374451164,
283,283,Susan Clark,hmoreno@example.net,001-979-443-8781x1750,2,Smartphone,Electronics,499.99,1,2025-08-31,"98296 Murphy Plaza Apt. 773
West Michaeltown, MD 35931",South Zachary,Nevada,98487,423.6530404332535,Failed,Cancelled,0.15267697267294641,35.04338966015361,
284,284,Michele Holt,smcgee@example.org,001-603-846-4068x228,4,Headphones,Electronics,59.99,1,2025-09-10,"Unit 5236 Box 4183
DPO AA 72941",New Tylerton,Indiana,94084,45.818829695845324,Pending,Pending,0.23622554265968784,3.2035768614420315,
285,285,Amanda Owen,pollardbrittany@example.net,5519342202,2,Smartphone,Electronics,499.99,3,2025-08-09,"84442 Simpson Drive
Johnsonview, WV 25035",West William,Nevada,77552,1314.039284483467,Failed,Pending,0.1239562894701447,69.23394839968047,
286,286,Gary Adams,mark19@example.com,5629761234,3,T-shirt,Apparel,19.99,2,2025-01-30,"PSC 0639, Box 9768
APO AE 31991",Scottborough,Michigan,02146,30.454583534121753,Failed,Shipped,0.23825453891641432,1.7816173451346329,
287,287,Joseph Weaver,fterry@example.net,+1-520-622-5318,3,T-shirt,Apparel,19.99,3,2025-09-11,"79930 Martinez Summit Apt. 429
Longberg, MI 82939",North Timothy,Oregon,33432,48.17313115358941,Pending,Shipped,0.1967128371921059,3.028035580018561,anything
288,288,David Burke,ssmith@example.com,980-496-5954x8493,4,Headphones,Electronics,59.99,3,2025-05-27,"9408 Watts Tunnel
Davisville, NM 29641",West Bryan,New Jersey,93430,167.36987990074178,Pending,Pending,0.07001233594075794,11.096490954288369,
289,289,Rachel Ballard,waynesolis@example.net,425.568.6412x203,2,Smartphone,Electronics,499.99,2,2025-05-14,"629 Medina Prairie Apt. 044
New George, IL 88610",Paigeland,Nevada,84260,859.7928789071547,Pending,Cancelled,0.14018992489134321,45.30876566053851,store
290,290,Gerald Wilkins,robinsonpatricia@example.org,(989)688-0620x331,3,T-shirt,Apparel,19.99,2,2025-09-07,"43706 Ashley Union
South Christopherville, AK 26900",Lambbury,Oklahoma,76820,29.693132736408014,Paid,Cancelled,0.2573003317556774,2.7943824922893574,
291,291,Lindsay Santos,vmcconnell@example.org,001-680-594-1627x12727,2,Smartphone,Electronics,499.99,1,2025-05-08,"313 Davis Forges Suite 744
Michaelstad, PR 86242",Port Donnafurt,South Dakota,04491,396.48443539571923,Failed,Pending,0.20701526951395186,21.707385342873774,free
292,292,Paul James,lawsonleslie@example.com,532-266-6305,4,Headphones,Electronics,59.99,4,2025-03-28,"651 Michael Fields Apt. 399
Williamhaven, OH 05001",Kathystad,California,62367,230.0099233291175,Paid,Pending,0.04146556372263087,21.118604881526696,court
293,293,Emily Hodges,ovargas@example.net,(996)243-1702,4,Headphones,Electronics,59.99,3,2025-05-05,"3662 Meyers Locks Suite 410
New Samanthafort, NE 18484",Sandrafort,Minnesota,64858,136.317929256753,Pending,Shipped,0.24255192945072512,10.882787256783859,worry
294,294,Melanie Hammond,jessicameza@example.com,001-223-447-4049x64425,4,Headphones,Electronics,59.99,5,2025-07-19,"43542 Weiss Shore
South Sharonview, CA 67677",North Brianbury,Massachusetts,48322,218.6398395286076,Paid,Cancelled,0.27107904807932115,21.510919998343333,
295,295,Jeff Bailey,christopher45@example.org,428.890.5959,1,Laptop,Electronics,799.99,4,2025-10-12,"35553 Griffin Knoll Apt. 049
West John, MO 44412",Hawkinsstad,South Dakota,87080,2965.692516492137,Paid,Shipped,0.07320950371500357,251.80551301248767,
296,296,Jessica Blackburn,michaelallen@example.net,001-379-437-9200x946,3,T-shirt,Apparel,19.99,1,2025-03-17,"627 Marcus Club
Stewartville, LA 42379",Port Francisville,Iowa,16400,19.19067078693499,Pending,Cancelled,0.03998645388019043,1.7912124244966399,
297,297,Donald Johnson,grahamkellie@example.org,606-602-3391x728,3,T-shirt,Apparel,19.99,5,2025-04-06,"0693 Russell Course Apt. 448
South Seanhaven, FL 87164",Port Bradley,Virginia,51037,87.5970236856247,Paid,Cancelled,0.12359155892321436,6.544385313466935,
298,298,Kathleen Richardson,ashley74@example.org,9802767441,4,Headphones,Electronics,59.99,4,2025-06-02,"4155 Smith Parkway
Port Tammyburgh, NV 27875",North Laurie,Tennessee,73331,204.91323494291424,Paid,Cancelled,0.1460525298261617,18.30421597274713,
299,299,Tamara Morrison,howellrichard@example.net,+1-909-559-6203,3,T-shirt,Apparel,19.99,4,2025-02-17,"20415 Thompson Spur Apt. 642
West Angela, RI 89897",Lake Jennifer,Montana,49980,65.70308441623172,Paid,Shipped,0.1783005950946508,6.084303264215086,
300,300,Charles Freeman,crossdanielle@example.org,001-384-352-0927,1,Laptop,Electronics,799.99,3,2025-06-09,"497 Glover Wells Apt. 786
Johnview, DC 50297",Bakerton,North Carolina,01666,2091.7687998584415,Paid,Pending,0.12841877196029902,140.8636589345554,us
301,301,Courtney Larson,afields@example.net,3344585567,1,Laptop,Electronics,799.99,3,2025-08-17,"84354 John Road Suite 008
Derekview, AZ 02146",New Jenniferport,Wisconsin,02818,2191.4947250944733,Paid,Shipped,0.08686578369959917,199.37707745341345,order
302,302,Jennifer Murphy,toddyu@example.org,520-641-6758,1,Laptop,Electronics,799.99,3,2025-03-18,"3018 Amanda Plaza Apt. 404
North Daniel, AL 28104",Brownland,Maine,87180,2382.652544413539,Failed,Cancelled,0.007215696690567541,205.18491511618183,late
303,303,Amy Espinoza,matthewbryant@example.com,(970)938-6747x7754,2,Smartphone,Electronics,499.99,1,2025-03-01,"811 William Villages Suite 965
Lake Elizabethmouth, WA 60893",Mitchellton,Florida,30172,370.38160153129326,Pending,Cancelled,0.259221981377041,20.753261558784132,
304,304,Cynthia Pruitt,thompsonchristy@example.net,381-219-9447,3,T-shirt,Apparel,19.99,4,2025-04-20,"416 Robert Glen
Port Mariaborough, ID 72050",Lake Davidton,Alabama,24064,60.55775204290324,Failed,Cancelled,0.24264942417579738,4.541944157433344,vote
305,305,Sarah Todd,acostatony@example.com,+1-431-919-6035x407,3,T-shirt,Apparel,19.99,1,2025-01-03,"Unit 9695 Box 8357
DPO AA 33390",Brettborough,New Mexico,01705,18.414363953798183,Pending,Pending,0.078821212916549,1.016789025832656,
306,306,Stephen Davidson,jlane@example.org,+1-719-329-6781,2,Smartphone,Electronics,499.99,2,2025-10-05,"PSC 0946, Box 3659
APO AE 68247",New Vanessa,Delaware,12709,875.2930212353613,Failed,Pending,0.1246894725540898,66.67176661237028,
307,307,Brianna Walker,joe26@example.net,(729)412-0615x379,4,Headphones,Electronics,59.99,5,2025-03-07,"0995 Brandon Stream Apt. 041
Obrienport, VT 44191",Port Brandon,Montana,11985,211.00629084673832,Pending,Shipped,0.2965284519195254,11.349991080758535,
308,308,Joshua Hernandez,hoffmankelly@example.net,001-915-938-7413,4,Headphones,Electronics,59.99,2,2025-10-08,"78632 Ronald Ridges
New Sharon, SD 48573",West Kevinhaven,Arkansas,19782,108.94684429493016,Failed,Shipped,0.09195829059068053,8.644804733374063,
309,309,Edwin Johnson,hendersondenise@example.org,5946297137,4,Headphones,Electronics,59.99,5,2025-09-01,"02746 Nancy Terrace
South Philipview, FL 41026",North Amberview,Tennessee,85349,220.0489664098291,Failed,Cancelled,0.2663811754964858,18.185141670311722,
310,310,Linda Martin,davidlee@example.com,305-201-1665x3007,3,T-shirt,Apparel,19.99,1,2025-01-04,"82905 Johnson Locks
Lauraburgh, NC 13866",Castromouth,Kentucky,28831,19.966824408995105,Pending,Cancelled,0.0011593592298595244,1.7955542268828915,
311,311,Andrea Martin,jacksonlisa@example.com,380.943.5781,3,T-shirt,Apparel,19.99,5,2025-01-29,"491 Bonnie Vista Suite 971
Dennisbury, GU 79607",Lake Tara,Texas,60211,86.26053326376497,Pending,Pending,0.13696314893681863,6.276428386702874,
312,312,Joanne Crawford,xlandry@example.net,+1-534-694-9212x451,2,Smartphone,Electronics,499.99,2,2025-04-06,"628 Hodges Mall
Victoriashire, IN 46319",Rodneymouth,New York,82121,979.5521655632473,Paid,Pending,0.020428243001612768,72.94010215105625,
313,313,Heather Cooper,jeffrey84@example.org,321-855-7826x23909,4,Headphones,Electronics,59.99,4,2025-08-06,"0617 Christopher Center
Shaneburgh, WY 27409",Port Shelia,Wisconsin,08911,202.49965488117246,Failed,Shipped,0.15611078979341367,15.375132038900373,
314,314,Patricia Austin,jenniferjames@example.net,725.344.1452,1,Laptop,Electronics,799.99,3,2025-02-01,"05510 Howard Fall
North Gwendolynfurt, NE 67943",West Leslie,Iowa,84797,2378.4547886534783,Paid,Cancelled,0.008964783454177306,137.86919121293562,total
315,315,Michael Hughes,robin06@example.org,+1-333-765-8146x77966,3,T-shirt,Apparel,19.99,5,2025-07-23,"76578 Caroline Shoals
Port Marie, OR 02027",South William,North Dakota,45715,76.02336300062649,Pending,Shipped,0.2393860630252477,5.778588154038825,
316,316,Thomas Reed,denniscarla@example.org,(870)885-6701x95936,1,Laptop,Electronics,799.99,4,2025-08-24,"006 Kendra Club Apt. 695
New Alan, MO 77877",Lake Ronald,Nebraska,60881,2260.9560743351462,Failed,Pending,0.2934423948002019,220.17198751111616,
317,317,Savannah Gardner,teresa49@example.org,945-308-2974,4,Headphones,Electronics,59.99,5,2025-05-15,"71555 Susan Gardens
Port Jeffreybury, LA 96207",New Jefferyland,North Dakota,88897,280.3283158729372,Paid,Pending,0.06541651650962767,20.131590551115075,
318,318,Renee Thompson,johnphillips@example.net,+1-580-732-7820x3105,3,T-shirt,Apparel,19.99,4,2025-06-25,"61782 William Manors
Daytown, MP 90844",Warrenmouth,South Dakota,05217,62.220281445724005,Paid,Cancelled,0.22185741063376677,5.737143701310656,
319,319,Stephanie York,ygriffin@example.com,+1-398-631-6388x28031,1,Laptop,Electronics,799.99,2,2025-03-21,"2175 Michael Path Apt. 627
Port Jimmy, SD 52245",South Jennifer,Maine,18071,1244.2358971660772,Failed,Shipped,0.22234284355674622,119.0065642662097,
320,320,Christopher Smith,richard85@example.net,931.322.1096,3,T-shirt,Apparel,19.99,1,2025-09-24,"04101 Tiffany Mount Suite 114
Robertview, ND 24582",Petersonmouth,Idaho,34215,18.540728833919204,Failed,Shipped,0.07249980820814378,1.6425169650649982,manager
321,321,Kaitlyn Bartlett,manuelperkins@example.com,872-952-8830,3,T-shirt,Apparel,19.99,1,2025-01-12,"PSC 7961, Box 2180
APO AA 70372",Jenniferchester,Iowa,93349,16.443967974975703,Pending,Cancelled,0.17739029639941456,1.3876707870140093,nice
322,322,David Johnson,karenwhite@example.net,459-248-8651,2,Smartphone,Electronics,499.99,5,2025-06-05,"USCGC Gomez
FPO AE 26524",Watsonchester,Utah,79887,2321.7242383309317,Failed,Pending,0.07129173050223725,203.43703691059443,
323,323,Jason Dominguez,jeremygutierrez@example.org,876.522.5760,1,Laptop,Electronics,799.99,2,2025-06-29,"85497 Perez Harbors Suite 826
Kimberlyton, WV 16773",Davidberg,Delaware,34072,1568.4360770921885,Paid,Shipped,0.019715198257360456,91.33123631208159,
324,324,Jessica Vance,tammymcdonald@example.com,+1-994-237-1902x6452,4,Headphones,Electronics,59.99,4,2025-07-12,"56621 David Via Apt. 003
North Sandraburgh, GA 66756",Lake Sara,Montana,79678,230.64533802555627,Paid,Shipped,0.038817561153707866,15.076124455512504,stay
325,325,Diana Simmons,david29@example.com,6099688126,2,Smartphone,Electronics,499.99,3,2025-04-13,"1304 Michael Ridges Suite 201
East Jenny, CO 39561",West Andrealand,Idaho,14424,1166.1114123152188,Failed,Shipped,0.22257684332672065,76.41920428041063,
326,326,Michael Brown,knovak@example.org,(917)992-7693x4552,3,T-shirt,Apparel,19.99,4,2025-10-26,"41320 Carolyn Summit Suite 632
Jerryton, CO 78066",Millerport,New Mexico,02154,63.20520978001013,Pending,Shipped,0.20953964757366023,5.909632375780551,
327,327,Jennifer Williams,jaredreyes@example.org,001-363-899-5662x31534,4,Headphones,Electronics,59.99,1,2025-06-01,"2508 Martin Stravenue
Lake Alexandria, TX 07519",East Timothyport,Pennsylvania,99456,59.59866079256756,Paid,Pending,0.006523407358433819,4.47384611814436,
328,328,James White,donaldwagner@example.net,663.487.2584,3,T-shirt,Apparel,19.99,4,2025-06-22,"Unit 9750 Box 5686
DPO AE 37602",Stephaniebury,Indiana,86604,67.70590341135731,Pending,Pending,0.15325283377492108,4.549317642798116,
329,329,Kristine Parker,zschmidt@example.net,993.622.1956x3114,3,T-shirt,Apparel,19.99,5,2025-09-07,"58576 Sullivan Prairie Suite 915
Parkerside, VA 95566",Justinshire,Kansas,26447,71.79396769550763,Paid,Shipped,0.28170117363173935,4.344451398870625,
330,330,Chad Dawson,wanda73@example.org,798.219.6809x284,3,T-shirt,Apparel,19.99,1,2025-06-24,"7297 Lopez Center
Johnsonburgh, PW 82140",West Patricia,Utah,94369,14.854735095146637,Pending,Shipped,0.25689169108821225,1.1501231408589876,
331,331,Allen Nelson,howardjessica@example.com,(516)580-6860x2366,3,T-shirt,Apparel,19.99,5,2025-01-14,"Unit 0288 Box 1180
DPO AA 69423",Cynthiaport,Illinois,51143,88.13071954768795,Failed,Shipped,0.11825193048836473,8.080159483296846,
